budget_per_group,method,replications,panel_mse,mcse,normalized_to_uniform
100,complete_rollout,300,1.0800586289028737e-05,3.1324213335261153e-07,0.07224081866230654
100,learned_mean,300,7.352626900825793e-05,4.102518099064186e-06,0.4917879200444021
100,learned_occupancy,300,2.3913348669600522e-05,1.3736796085793758e-06,0.15994686201469818
100,occ_plus_mean,300,2.1060922923389932e-05,1.1370905980514846e-06,0.1408681226235772
100,occ_plus_uniform,300,2.084667805674997e-05,7.07321481990855e-07,0.13943512406719427
100,oracle_tail,300,1.3252849999664071e-05,1.417787754270332e-06,0.08864303362466605
100,tis,300,0.0001529219961381581,8.324392734693157e-06,1.0228343070335362
100,tis_anchored,300,2.1147195822611987e-05,1.1466690611911953e-06,0.14144516767477994
100,uniform,300,0.0001495080826743761,5.602929640435279e-06,1.0
200,complete_rollout,300,5.762181890786068e-06,1.7840599783716944e-07,0.08202228273063124
200,learned_mean,300,2.5940711725831424e-05,1.6550968537613026e-06,0.36925533274335537
200,learned_occupancy,300,8.909567571452745e-06,3.388466484254259e-07,0.12682401982518263
200,occ_plus_mean,300,7.836280480631253e-06,2.6582121065290414e-07,0.1115462207409042
200,occ_plus_uniform,300,9.39189223997338e-06,2.858496585181615e-07,0.1336897125574127
200,oracle_tail,300,5.077934654037162e-06,4.7613540941363096e-07,0.07228230551817715
200,tis,300,7.387540522743987e-05,5.555084042875957e-06,1.0515859251326771
200,tis_anchored,300,8.136092699862724e-06,2.8342186112926687e-07,0.11581392403073336
200,uniform,300,7.025142069880701e-05,2.3896087259289975e-06,1.0
400,complete_rollout,300,3.127503513672743e-06,9.715681994405113e-08,0.08444333614884086
400,learned_mean,300,9.895018534817647e-06,6.381543262521944e-07,0.2671678457535539
400,learned_occupancy,300,3.944403335158371e-06,1.4052216808571719e-07,0.10649982495023351
400,occ_plus_mean,300,3.3633500054975362e-06,1.1165491293082677e-07,0.09081124732835483
400,occ_plus_uniform,300,4.9759787089420045e-06,1.7843913912243745e-07,0.1343526045459889
400,oracle_tail,300,1.940122056601023e-06,7.168226343353826e-08,0.05238375537520934
400,tis,300,2.7299654795802392e-05,2.6972275561370095e-06,0.7370971500403172
400,tis_anchored,300,3.432745229803181e-06,1.2181507382351728e-07,0.09268493483263654
400,uniform,300,3.703671191010463e-05,1.2497237986864446e-06,1.0
