budget_per_group,method,replication,panel_mean_estimate
25,complete_rollout,0,1.7673092461631899
25,complete_rollout,1,1.76549058546769
25,complete_rollout,2,1.765950002563907
25,complete_rollout,3,1.7667759161278116
25,complete_rollout,4,1.7667476808076332
25,complete_rollout,5,1.7681002927634817
25,complete_rollout,6,1.767953714175043
25,complete_rollout,7,1.7672861638767037
25,complete_rollout,8,1.7668821632825142
25,complete_rollout,9,1.7685694139650092
25,complete_rollout,10,1.768514089154084
25,complete_rollout,11,1.763464544579267
25,complete_rollout,12,1.7681349235664285
25,complete_rollout,13,1.7677789224787452
25,complete_rollout,14,1.7649651892277651
25,complete_rollout,15,1.768098586330881
25,complete_rollout,16,1.766641363916931
25,complete_rollout,17,1.7659147154333854
25,complete_rollout,18,1.76533036369955
25,complete_rollout,19,1.7663384863084728
25,complete_rollout,20,1.7673034480996859
25,complete_rollout,21,1.7680190900505794
25,complete_rollout,22,1.7682786307794331
25,complete_rollout,23,1.7669623206635359
25,complete_rollout,24,1.7685857691451645
25,complete_rollout,25,1.7660275230535754
25,complete_rollout,26,1.768103634343647
25,complete_rollout,27,1.766957800516252
25,complete_rollout,28,1.7668580521657378
25,complete_rollout,29,1.7680265925767376
25,complete_rollout,30,1.766688407555366
25,complete_rollout,31,1.7637772358782382
25,complete_rollout,32,1.7673265011310948
25,complete_rollout,33,1.766363511924849
25,complete_rollout,34,1.7683775251330764
25,complete_rollout,35,1.7672902961320027
25,complete_rollout,36,1.7706525152817525
25,complete_rollout,37,1.770289809028211
25,complete_rollout,38,1.7687516951034967
25,complete_rollout,39,1.7670285156571266
25,complete_rollout,40,1.768507507602387
25,complete_rollout,41,1.768470586076125
25,complete_rollout,42,1.7695711529281897
25,complete_rollout,43,1.765901363219626
25,complete_rollout,44,1.7673205817890665
25,complete_rollout,45,1.7642511202382636
25,complete_rollout,46,1.767511338810433
25,complete_rollout,47,1.7648447695512253
25,complete_rollout,48,1.7660991482799486
25,complete_rollout,49,1.7666289135417972
25,complete_rollout,50,1.766893771303412
25,complete_rollout,51,1.7676476388720366
25,complete_rollout,52,1.766452777647617
25,complete_rollout,53,1.7675451730859626
25,complete_rollout,54,1.7673085833982722
25,complete_rollout,55,1.7657117848548634
25,complete_rollout,56,1.7683837240612406
25,complete_rollout,57,1.769009982724769
25,complete_rollout,58,1.7663821808153666
25,complete_rollout,59,1.767968617088439
25,complete_rollout,60,1.7672807445360548
25,complete_rollout,61,1.7660665041663826
25,complete_rollout,62,1.7647215910293113
25,complete_rollout,63,1.766787473599967
25,complete_rollout,64,1.7669722194440118
25,complete_rollout,65,1.7648226286687854
25,complete_rollout,66,1.7663152520166006
25,complete_rollout,67,1.7679517978863868
25,complete_rollout,68,1.7673598733340194
25,complete_rollout,69,1.7674561278942347
25,complete_rollout,70,1.7667919012319755
25,complete_rollout,71,1.769912852517246
25,complete_rollout,72,1.7660792753729322
25,complete_rollout,73,1.7665438388871875
25,complete_rollout,74,1.7669736997876668
25,complete_rollout,75,1.7652044780721812
25,complete_rollout,76,1.768737685184467
25,complete_rollout,77,1.7664764102825727
25,complete_rollout,78,1.7695008200064744
25,complete_rollout,79,1.7660002064093048
25,complete_rollout,80,1.7686408186353753
25,complete_rollout,81,1.7689239906925422
25,complete_rollout,82,1.7641627928983599
25,complete_rollout,83,1.769089708694079
25,complete_rollout,84,1.7682210357238586
25,complete_rollout,85,1.7663226146726467
25,complete_rollout,86,1.7665546515475297
25,complete_rollout,87,1.7662900448924452
25,complete_rollout,88,1.7697407774719818
25,complete_rollout,89,1.7685813826887788
25,complete_rollout,90,1.7688473208821016
25,complete_rollout,91,1.7676556093941103
25,complete_rollout,92,1.7651690752494877
25,complete_rollout,93,1.7667193246836255
25,complete_rollout,94,1.7651544456865085
25,complete_rollout,95,1.7654013580009877
25,complete_rollout,96,1.7667735586894155
25,complete_rollout,97,1.7668974135054902
25,complete_rollout,98,1.7670779805098018
25,complete_rollout,99,1.7673613641134664
25,complete_rollout,100,1.765746914736181
25,complete_rollout,101,1.7634538119179786
25,complete_rollout,102,1.7671902130640817
25,complete_rollout,103,1.7680024278780626
25,complete_rollout,104,1.7667750834041522
25,complete_rollout,105,1.7668807084527172
25,complete_rollout,106,1.766596290796773
25,complete_rollout,107,1.7663470624884858
25,complete_rollout,108,1.7692378693625919
25,complete_rollout,109,1.7681868942695518
25,complete_rollout,110,1.7668481400409204
25,complete_rollout,111,1.7654009661363055
25,complete_rollout,112,1.7665097757314603
25,complete_rollout,113,1.769900053741476
25,complete_rollout,114,1.76672473744058
25,complete_rollout,115,1.7669554468580282
25,complete_rollout,116,1.7662844438100993
25,complete_rollout,117,1.7646082709738249
25,complete_rollout,118,1.76567004370368
25,complete_rollout,119,1.7670516802057876
25,complete_rollout,120,1.764828881538857
25,complete_rollout,121,1.768976113921598
25,complete_rollout,122,1.7647206820502297
25,complete_rollout,123,1.7684434976572447
25,complete_rollout,124,1.7680966881934956
25,complete_rollout,125,1.7672040346017885
25,complete_rollout,126,1.7672768725494665
25,complete_rollout,127,1.7676614618633462
25,complete_rollout,128,1.7684383179370116
25,complete_rollout,129,1.7690903309174235
25,complete_rollout,130,1.7671128197896413
25,complete_rollout,131,1.767840242653712
25,complete_rollout,132,1.7683355972565116
25,complete_rollout,133,1.7653027176779927
25,complete_rollout,134,1.7673007431010308
25,complete_rollout,135,1.7668141604477774
25,complete_rollout,136,1.7683386120057665
25,complete_rollout,137,1.766162662533278
25,complete_rollout,138,1.7691476669561848
25,complete_rollout,139,1.765142600122716
25,complete_rollout,140,1.7665523496946671
25,complete_rollout,141,1.766536086588137
25,complete_rollout,142,1.7682516119643075
25,complete_rollout,143,1.766380396719407
25,complete_rollout,144,1.7670334523542186
25,complete_rollout,145,1.7669017819578299
25,complete_rollout,146,1.7671535246336263
25,complete_rollout,147,1.7683037023789763
25,complete_rollout,148,1.769806068501092
25,complete_rollout,149,1.7649999464413044
25,complete_rollout,150,1.7659504463708264
25,complete_rollout,151,1.7676964099422687
25,complete_rollout,152,1.7671868745922197
25,complete_rollout,153,1.7682562387642538
25,complete_rollout,154,1.7656922643950934
25,complete_rollout,155,1.7665157097637425
25,complete_rollout,156,1.768199478765541
25,complete_rollout,157,1.7690765105845139
25,complete_rollout,158,1.7678567112863919
25,complete_rollout,159,1.7673200568152265
25,complete_rollout,160,1.765056602652525
25,complete_rollout,161,1.7669257782059793
25,complete_rollout,162,1.7683148011595626
25,complete_rollout,163,1.768364328608998
25,complete_rollout,164,1.7692149826725432
25,complete_rollout,165,1.7687713915038565
25,complete_rollout,166,1.7675544109624486
25,complete_rollout,167,1.7693078611119122
25,complete_rollout,168,1.7649378016744448
25,complete_rollout,169,1.765318549304348
25,complete_rollout,170,1.765556576840467
25,complete_rollout,171,1.767524992035443
25,complete_rollout,172,1.7694648158091015
25,complete_rollout,173,1.767887250950175
25,complete_rollout,174,1.7640727516273111
25,complete_rollout,175,1.7675261688323443
25,complete_rollout,176,1.77055690039565
25,complete_rollout,177,1.7701403643920073
25,complete_rollout,178,1.766131310207549
25,complete_rollout,179,1.7680959525223592
25,complete_rollout,180,1.7677919387460843
25,complete_rollout,181,1.7678361014145265
25,complete_rollout,182,1.7666863585386838
25,complete_rollout,183,1.766903210865293
25,complete_rollout,184,1.7639569811564917
25,complete_rollout,185,1.7669925373822948
25,complete_rollout,186,1.7670232597840603
25,complete_rollout,187,1.768099664235157
25,complete_rollout,188,1.7679274519758934
25,complete_rollout,189,1.7696821489019738
25,complete_rollout,190,1.7669746564906685
25,complete_rollout,191,1.76451966395621
25,complete_rollout,192,1.7661385567498726
25,complete_rollout,193,1.76669257872794
25,complete_rollout,194,1.7675302912068491
25,complete_rollout,195,1.7688141648014366
25,complete_rollout,196,1.7668868325299667
25,complete_rollout,197,1.7643956671074834
25,complete_rollout,198,1.7679263742354907
25,complete_rollout,199,1.7661124856603994
25,complete_rollout,200,1.7659780884162166
25,complete_rollout,201,1.7676329710033114
25,complete_rollout,202,1.7705333000611023
25,complete_rollout,203,1.7683554874204483
25,complete_rollout,204,1.7681964848234395
25,complete_rollout,205,1.7650537907060186
25,complete_rollout,206,1.7665506226646408
25,complete_rollout,207,1.766791610872198
25,complete_rollout,208,1.7655828753170615
25,complete_rollout,209,1.7661167698801836
25,complete_rollout,210,1.7670946429260252
25,complete_rollout,211,1.7681846745323804
25,complete_rollout,212,1.7669851585448368
25,complete_rollout,213,1.7674837841116782
25,complete_rollout,214,1.7669803620136444
25,complete_rollout,215,1.7664426526050305
25,complete_rollout,216,1.7663081326077665
25,complete_rollout,217,1.7684000532940456
25,complete_rollout,218,1.768155502411102
25,complete_rollout,219,1.7683150367509537
25,complete_rollout,220,1.7686658807518618
25,complete_rollout,221,1.7672303236388829
25,complete_rollout,222,1.7662860581953495
25,complete_rollout,223,1.7698103976088269
25,complete_rollout,224,1.7707086186642846
25,complete_rollout,225,1.7653689051248787
25,complete_rollout,226,1.7679404190873926
25,complete_rollout,227,1.7676032986991763
25,complete_rollout,228,1.768324176353196
25,complete_rollout,229,1.767774953377627
25,complete_rollout,230,1.7692750218470212
25,complete_rollout,231,1.766174945010445
25,complete_rollout,232,1.767113996344672
25,complete_rollout,233,1.767921269105411
25,complete_rollout,234,1.7657017827122212
25,complete_rollout,235,1.7701560499699935
25,complete_rollout,236,1.7676166778673292
25,complete_rollout,237,1.766361593249255
25,complete_rollout,238,1.767595936971705
25,complete_rollout,239,1.7673108708347636
25,complete_rollout,240,1.7684293231113148
25,complete_rollout,241,1.7675050763983746
25,complete_rollout,242,1.7667975152412478
25,complete_rollout,243,1.7675294760917328
25,complete_rollout,244,1.7685990353160685
25,complete_rollout,245,1.767133977921893
25,complete_rollout,246,1.7669513446662837
25,complete_rollout,247,1.766140486269118
25,complete_rollout,248,1.7684988750491746
25,complete_rollout,249,1.766232060346226
25,complete_rollout,250,1.76569292435077
25,complete_rollout,251,1.766500908800406
25,complete_rollout,252,1.7646931383933242
25,complete_rollout,253,1.76824084962388
25,complete_rollout,254,1.7669110220540691
25,complete_rollout,255,1.769774751257909
25,complete_rollout,256,1.7695505351349567
25,complete_rollout,257,1.769602144882778
25,complete_rollout,258,1.7639333526513825
25,complete_rollout,259,1.767957153870884
25,complete_rollout,260,1.7662401127315133
25,complete_rollout,261,1.7675305717541492
25,complete_rollout,262,1.7649271165802163
